,Address,Txns_x,First Transacted_x,Last Transacted_x,Ⱥ In_x,Ⱥ Out_x,Ⱥ Net_x,Txns_y,First Transacted_y,Last Transacted_y,Ⱥ In_y,Ⱥ Out_y,Ⱥ Net_y,exists
463,DWKWZXTDHT7JP6QOK2IHCDHSHMU4HZBBV4MOO672S6TAAQ673C2DTPF33M,2,"12/5/2022, 11:22:12 PM","12/5/2022, 11:31:13 PM",0.0,30599.784,-30599.784,1.0,"10/24/2022, 11:02:35 AM","10/24/2022, 11:02:35 AM",0.0,0.001996,-0.001996,both
466,TV6ZHM6EH3DSI74RJXO4YUNZRUZPUJSWVWFDRDKY4DSKA36NSEYHR62U2E,1,"12/5/2022, 9:18:09 PM","12/5/2022, 9:18:09 PM",0.0,124793.892,-124793.892,1.0,"10/24/2022, 7:30:35 PM","10/24/2022, 7:30:35 PM",0.0,0.201,-0.201,both
473,I3KDUAFSTPAGQX3U6DWPOHUEXB6OOERED5DXIYIZMTHO4EYWDNPIIS2EAY,2,"2/24/2021, 7:56:14 AM","11/27/2022, 3:58:16 AM",0.0,37267.819917,-37267.819917,1.0,"10/24/2022, 1:19:51 PM","10/24/2022, 1:19:51 PM",0.0,0.002,-0.002,both
496,QNSCUBUBBIVH6SUVKQLYDCN5BGBLVVUZNJHBID3HIRO3H3LFE2EWI3OD6U,2,"10/29/2022, 2:56:15 AM","11/20/2022, 9:45:14 AM",0.0,880.226698,-880.226698,1.0,"10/24/2022, 5:44:47 PM","10/24/2022, 5:44:47 PM",0.0,0.201,-0.201,both
508,HPAPZP3HVR5GSBMAUP2CRVCNZAGXHLXLP2AHGMTUNY73TKVL5Y5J24OEFI,9,"5/5/2022, 9:44:13 AM","11/17/2022, 3:54:14 AM",0.0,39287.689049,-39287.689049,1.0,"10/24/2022, 1:07:34 PM","10/24/2022, 1:07:34 PM",0.0,0.002,-0.002,both
537,NUIAW4PJPE3OCF4CDC7KN7ID4IQ7NOU6VRHRMZE3TBBM4TWGWSDPBBE5J4,1,"11/13/2022, 12:29:12 PM","11/13/2022, 12:29:12 PM",0.0,1428.381852,-1428.381852,1.0,"10/24/2022, 4:13:08 PM","10/24/2022, 4:13:08 PM",0.0,0.201,-0.201,both
555,YQXDTEY6HHBOLAWLIWZOO4YN6WDNCMHJXW6454T6EHAJ7B666LBEA5FLBU,1,"11/12/2022, 2:35:14 AM","11/12/2022, 2:35:14 AM",0.0,276.605212,-276.605212,1.0,"10/24/2022, 10:11:16 PM","10/24/2022, 10:11:16 PM",0.0,0.201,-0.201,both
559,IKDY33KWUMKFK6S3BV54FMOSUXS6WRS75CLGWI2U3RBHSZRLNDJJ4QIN7E,2,"7/6/2022, 5:27:10 AM","11/11/2022, 7:25:10 PM",0.0,1935.239048,-1935.239048,1.0,"10/24/2022, 1:36:26 PM","10/24/2022, 1:36:26 PM",0.0,0.002,-0.002,both
567,K7EZZ3FC3MT6BJXSYHNMSZAMD5XMBPU2XX44X7WW3KBHEZUDUNV6447HIM,2,"6/19/2022, 7:22:09 PM","11/10/2022, 2:39:13 AM",0.0,2385.465933,-2385.465933,1.0,"10/24/2022, 2:13:29 PM","10/24/2022, 2:13:29 PM",0.0,0.002,-0.002,both
573,W64SIODPN5BQZNFDVBABUIHPFVRALUD44DXGDOVBXA4Q5FN4U3TESZZC4M,38,"3/31/2022, 8:49:14 PM","11/9/2022, 5:32:13 PM",0.0,156081.0,-156081.0,1.0,"10/24/2022, 8:46:26 PM","10/24/2022, 8:46:26 PM",0.0,0.002,-0.002,both
579,FJOCJ74LN6ATBIVBVWLZEYBOT6MZFQ5NOSTM3YSDD5HFNF6HZKBPRGQLFE,1,"11/8/2022, 9:40:11 PM","11/8/2022, 9:40:11 PM",0.0,2180.4066,-2180.4066,1.0,"10/24/2022, 11:56:12 AM","10/24/2022, 11:56:12 AM",0.0,0.002,-0.002,both
589,TJEEU5P7EP6QY7NQ2XBHVHMPCV6VTTSW5V2HYBDFJOZADDNPTGOEG56YUE,2,"1/5/2022, 3:52:14 PM","11/8/2022, 12:30:17 AM",0.0,410.6644,-410.6644,1.0,"10/24/2022, 7:18:38 PM","10/24/2022, 7:18:38 PM",0.0,0.002,-0.002,both
599,CJRUIKC6KYTVYTVFHSXWCFONTLDTUOOFUHT3PV7WTFLWQIE243MEQXKVBY,1,"11/4/2022, 9:28:11 PM","11/4/2022, 9:28:11 PM",0.0,275.4971,-275.4971,1.0,"10/24/2022, 10:16:25 AM","10/24/2022, 10:16:25 AM",0.0,0.002,-0.002,both
607,XHKYPWFIAJESCPL6QNKDGJ3FK3ZCXNBSKLWIWZ36HOYMX22U4ZAXWIHLAM,1,"11/1/2022, 11:05:10 AM","11/1/2022, 11:05:10 AM",0.0,623.5346,-623.5346,1.0,"10/24/2022, 9:28:41 PM","10/24/2022, 9:28:41 PM",0.0,0.201,-0.201,both
616,6H4CIJHZMGZGGHH5W2CO6PTMFI6GPBO2CN7LNYK4BJ2XM7NY42NVKZOGAU,1,"10/28/2022, 7:22:11 PM","10/28/2022, 7:22:11 PM",0.0,819.2514,-819.2514,1.0,"10/22/2022, 11:38:24 PM","10/22/2022, 11:38:24 PM",0.0,0.201,-0.201,both
623,ANNNDG7T4ZXDUJBRE6PD6POVKFAOB76X2B6PTI4YS5RRKJ7SXEI2NPZ3EU,3,"10/26/2022, 11:55:16 PM","10/26/2022, 11:55:31 PM",0.0,5826.806521,-5826.806521,1.0,"10/23/2022, 7:31:31 PM","10/23/2022, 7:31:31 PM",0.0,0.002,-0.002,both
625,WAOEIDMJUXBXS3CY5A3X5UNXINCLRMYQTRSJURRFUAO4VWB354KQU3M2RM,1,"10/25/2022, 9:16:09 PM","10/25/2022, 9:16:09 PM",0.0,1499.9,-1499.9,1.0,"10/24/2022, 8:48:28 PM","10/24/2022, 8:48:28 PM",0.0,0.002,-0.002,both
647,VGMLGCHRAYPW6HYGS4MG3FYYCF26ZCHWZVVL2YUUUIHFR6F6NFSEREKMC4,3,"10/15/2022, 8:07:09 AM","10/15/2022, 8:07:16 AM",0.0,6501.6489,-6501.6489,1.0,"10/24/2022, 8:21:21 PM","10/24/2022, 8:21:21 PM",0.0,0.002,-0.002,both
648,WQE6JUUX5IN6AJUW7D3VVDBR7EWK2UB3JSNJRNQDLRHY2XSZLW767YB6FE,2,"10/15/2022, 4:55:16 AM","10/15/2022, 5:04:09 AM",0.0,2555.3304,-2555.3304,1.0,"10/24/2022, 9:05:01 PM","10/24/2022, 9:05:01 PM",0.0,0.002,-0.002,both
656,7YBNV2NSXJTNYZIUWPWDGJFH4GAKHX7YKJCHO62GALCWW3BEDABPVIOEUY,2,"9/26/2022, 11:39:15 PM","10/11/2022, 2:24:12 AM",0.0,2578.0033,-2578.0033,1.0,"10/23/2022, 1:32:07 PM","10/23/2022, 1:32:07 PM",0.0,0.002,-0.002,both
660,S73WHFNB64JREHKEJOXXFFBRMVT4J4X2PQ5ZMBO4OFL3CX6QIVOZP44HRY,2,"10/10/2022, 12:15:11 AM","10/10/2022, 1:21:10 AM",0.0,37499.8,-37499.8,1.0,"10/24/2022, 6:35:50 PM","10/24/2022, 6:35:50 PM",0.0,0.002,-0.002,both
690,XGVUCJ54PPWOUIVUAPHKDIGZNXB4W3XIAM5PVMNLX3OK4THIEM6RJJYT5M,16,"4/16/2022, 10:58:15 PM","9/23/2022, 5:46:13 AM",0.0,153000.0,-153000.0,1.0,"10/24/2022, 9:28:11 PM","10/24/2022, 9:28:11 PM",0.0,0.002,-0.002,both
691,4ZDW3GVBA4V3QA4UXDAHU56YQXLTQX4BWXPPXCYHMX4BO55774PZ2C5HS4,17,"7/22/2022, 4:25:09 AM","9/23/2022, 4:35:13 AM",0.0,35876.9703,-35876.9703,1.0,"10/22/2022, 10:44:11 AM","10/22/2022, 10:44:11 AM",0.0,0.002,-0.002,both
699,NJLGDJYCJWCC4V6EVZHHN7OSZ5RRNEYNNWAQH5CUADNAGRMPB5R7FY5SAE,6,"7/27/2022, 10:40:15 AM","9/21/2022, 12:32:11 PM",0.0,11002.724,-11002.724,1.0,"10/24/2022, 4:01:54 PM","10/24/2022, 4:01:54 PM",0.0,0.002,-0.002,both
703,5IU7RVV5PDK5OCURCLMAY3S6IZESUYPJGFBC3WXINGWCMY3VTNLM5E3I2M,1,"9/19/2022, 10:55:17 PM","9/19/2022, 10:55:17 PM",0.0,61.0,-61.0,1.0,"10/22/2022, 3:04:09 PM","10/22/2022, 3:04:09 PM",0.0,0.002,-0.002,both
705,EX23ULQ6TQM4K2KPXXG4TDZCG4NDIRJAGTDSHMVNPRR3JF2EJAMGPAYGVU,1,"9/19/2022, 3:26:10 PM","9/19/2022, 3:26:10 PM",0.0,2242.9984,-2242.9984,1.0,"10/24/2022, 11:36:18 AM","10/24/2022, 11:36:18 AM",0.0,0.002,-0.002,both
708,RY3TRD6DE5363CRGW3IYV3VNQWUZWVTHU6WT4UQ5J5H5AIAKSY2FA425VY,1,"9/16/2022, 2:06:09 AM","9/16/2022, 2:06:09 AM",0.0,15788.4706,-15788.4706,1.0,"10/24/2022, 6:27:47 PM","10/24/2022, 6:27:47 PM",0.0,0.002,-0.002,both
714,5TOZCED35W5TSENYVVRUFPZE2LL3EMMLE5DTRACIFQW5GWYPKL2OA2BCNY,5,"8/22/2022, 2:47:15 AM","9/11/2022, 9:37:12 AM",0.0,3062.0,-3062.0,1.0,"10/22/2022, 6:09:02 PM","10/22/2022, 6:09:02 PM",0.0,0.002,-0.002,both
726,L4P7NL57KMOOMHVQ4NWEVS6VNIO7IP5DRRXA6UBVLRFRCG36WAXR3GUY2E,1,"9/2/2022, 3:59:16 AM","9/2/2022, 3:59:16 AM",0.0,2392.6148,-2392.6148,1.0,"10/24/2022, 2:42:35 PM","10/24/2022, 2:42:35 PM",0.0,0.002,-0.002,both
732,JPUFYZDH6IK4NH7XRXBXQWQNFY3HCTKQWX6SURIW4I46QSQARQHC4LT53M,1,"8/27/2022, 6:02:08 AM","8/27/2022, 6:02:08 AM",0.0,5060.0,-5060.0,1.0,"10/25/2022, 6:53:20 AM","10/25/2022, 6:53:20 AM",0.0,0.002,-0.002,both
736,6QBZFMLOOFW33BCXODTGMAU6LJCIFM22DFC6DGWQVQNZ2E2RMV62RRN3V4,1,"8/27/2022, 12:21:09 AM","8/27/2022, 12:21:09 AM",0.0,242.8386,-242.8386,1.0,"10/23/2022, 2:16:54 AM","10/23/2022, 2:16:54 AM",0.0,0.002,-0.002,both
738,WEP6IBXDT2KGKTYLEFTIAUJQSUZAKIJXJNQTIOZWG46EZOPMSSVICW6VSE,2,"8/21/2022, 5:01:18 AM","8/26/2022, 8:26:14 PM",0.0,2083.6322,-2083.6322,1.0,"10/24/2022, 8:52:48 PM","10/24/2022, 8:52:48 PM",0.0,0.002,-0.002,both
744,OGSYIEAXQH33DLL3ESLJQENIMUZ4TYEBILWXDLYA6TOP5B6KPIZH5SYYYI,1,"8/19/2022, 5:49:15 AM","8/19/2022, 5:49:15 AM",0.0,4361.9,-4361.9,1.0,"10/24/2022, 4:31:56 PM","10/24/2022, 4:31:56 PM",0.0,0.002,-0.002,both
756,PTRTZNZDPTHSPCMFKCXEHIJ4FVU2V5BAND62OLLD25FOMHVSXTXH67UGLM,7,"7/8/2022, 7:26:10 PM","8/11/2022, 7:25:13 PM",0.0,2433.3526,-2433.3526,1.0,"10/24/2022, 5:18:11 PM","10/24/2022, 5:18:11 PM",0.0,0.002,-0.002,both
765,6KCAWLIFCM27ZFZ2WWMOLBB72NTTST7YCLIFZDJOL2XFMF25BMVQLLAGSI,1,"8/6/2022, 6:01:16 AM","8/6/2022, 6:01:16 AM",0.0,2237.2306,-2237.2306,1.0,"10/23/2022, 12:34:13 AM","10/23/2022, 12:34:13 AM",0.0,0.002,-0.002,both
775,IWYTA7MMRCWC5D67PCQ3IDEQGD6MI3WTTWTPV7UKDA6M4EESANTPRIXY2U,3,"4/12/2022, 7:48:16 AM","7/29/2022, 4:52:17 AM",0.0,6698.710678,-6698.710678,1.0,"10/24/2022, 1:48:47 PM","10/24/2022, 1:48:47 PM",0.0,0.002,-0.002,both
777,52RSM554U7242LWIS2CHXNVP4P6LKZUH64WXIP2SX2PW37TQ6TDMDAYW6Q,1,"7/27/2022, 3:52:14 PM","7/27/2022, 3:52:14 PM",0.0,2300.0,-2300.0,1.0,"10/22/2022, 11:08:42 AM","10/22/2022, 11:08:42 AM",0.0,0.002,-0.002,both
789,E2BQ6G4YIL3PMCXMIXWV7Y5H4YODAYDAQYZFV6QK2XT2LGCU3RDOXTSNAI,1,"7/20/2022, 7:23:10 PM","7/20/2022, 7:23:10 PM",0.0,1110.5176,-1110.5176,1.0,"10/24/2022, 11:06:29 AM","10/24/2022, 11:06:29 AM",0.0,0.002,-0.002,both
792,D2RO3OICSJLVFV6DAUT4MB37LFGTMFSD6MDQKD6UBPKFI23ONA6ACAWUAA,13,"7/16/2022, 3:23:12 AM","7/20/2022, 1:34:12 AM",0.0,60348.7,-60348.7,1.0,"10/24/2022, 10:34:56 AM","10/24/2022, 10:34:56 AM",0.0,0.002,-0.002,both
800,JCFHMZEZOEHJV6MQR3GKCICPLPA6F76K4XO2ESZW7MBNEY222QB2LYMLD4,2,"11/7/2021, 1:14:08 AM","7/16/2022, 12:46:13 AM",0.0,1209.899775,-1209.899775,1.0,"10/24/2022, 2:00:13 PM","10/24/2022, 2:00:13 PM",0.0,0.002,-0.002,both
801,WR7OEF2BDAHSQZMDZPANNDDCHCBFGLUNFVAL6J2HUEWSMDVLTHUXPGOSPE,1,"7/16/2022, 12:44:15 AM","7/16/2022, 12:44:15 AM",0.0,8.979,-8.979,1.0,"10/24/2022, 9:06:00 PM","10/24/2022, 9:06:00 PM",0.0,0.002,-0.002,both
805,H6ZHFBLJEMZJRYLQD2ST3YSTECGJKMNJUIW4VGPRKUAYYHHIP6A5XWJO6M,4,"7/4/2022, 8:12:10 PM","7/9/2022, 2:00:24 AM",0.0,3183.25,-3183.25,1.0,"10/24/2022, 12:50:57 PM","10/24/2022, 12:50:57 PM",0.0,0.002,-0.002,both
808,WVPMGV5CWTF3RCE5AHZ36FDSG2N6XH7ID2HKMKFCROE6VF5W2MC55SCV7A,3,"7/7/2022, 10:49:13 AM","7/7/2022, 11:14:08 AM",0.0,9690.0655,-9690.0655,1.0,"10/24/2022, 9:09:42 PM","10/24/2022, 9:09:42 PM",0.0,0.002,-0.002,both
810,MTBVRZ3J2K44AIYGUOFQT3G2NDTZLEP2AOURHWGRSP3RPWF7ZOJXPOU7TQ,1,"7/6/2022, 5:22:13 PM","7/6/2022, 5:22:13 PM",0.0,202.0958,-202.0958,1.0,"10/24/2022, 3:38:40 PM","10/24/2022, 3:38:40 PM",0.0,0.002,-0.002,both
812,JRJGDBXJ45KQCDMLSNLQ7TEPAWWCUAPYZOYYUYTTWS55EB4HRBV2OHYFLE,3,"6/13/2022, 9:32:10 PM","7/6/2022, 3:58:14 AM",0.0,811.9087,-811.9087,1.0,"10/25/2022, 6:55:22 AM","10/25/2022, 6:55:22 AM",0.0,0.002,-0.002,both
813,K5FY7QTD2Q2REVMPGNWT3VFI4YWPLCZ5B4VF6IUVMRHGKW3AVYS2ISOKBI,2,"7/6/2022, 3:22:09 AM","7/6/2022, 3:31:11 AM",0.0,1268.3242,-1268.3242,1.0,"10/24/2022, 2:11:01 PM","10/24/2022, 2:11:01 PM",0.0,0.002,-0.002,both
814,SMGD57OH6VDSM6YJ32TUDOROQO3XLVVKE6TJS2BCOBVCGB7YMX4ULBFMTM,2,"7/6/2022, 12:26:13 AM","7/6/2022, 12:26:17 AM",0.0,4800.0,-4800.0,1.0,"10/24/2022, 6:48:45 PM","10/24/2022, 6:48:45 PM",0.0,0.002,-0.002,both
821,HJZ76LTKOBVHMSA5BZ3I3HHQ5CLAKMTD2GFMUPBAAKNLDRZRAFWQYO4N74,1,"7/4/2022, 12:35:14 PM","7/4/2022, 12:35:14 PM",0.0,1661.331938,-1661.331938,1.0,"10/24/2022, 1:02:25 PM","10/24/2022, 1:02:25 PM",0.0,0.002,-0.002,both
824,VEZXWJBPURPMSVYZPV7OYH7Y3JJJOZHX64DDF3GGRJLDVCH63IJIF6ZRQA,4,"3/31/2022, 10:35:20 AM","7/2/2022, 10:48:16 AM",0.0,2613.880714,-2613.880714,1.0,"10/24/2022, 8:19:40 PM","10/24/2022, 8:19:40 PM",0.0,0.002,-0.002,both
829,UU3LUB6S7ZCCUT6HUR3SHELPJOMH3Z2MI2257NZLURRE4PFOTZC4GQVGHI,1,"6/30/2022, 9:17:11 AM","6/30/2022, 9:17:11 AM",0.0,77.721089,-77.721089,1.0,"10/24/2022, 8:02:44 PM","10/24/2022, 8:02:44 PM",0.0,0.002,-0.002,both
837,X6OU5LP2HMTGGA7I7EXO26ZXDWHGEGBTBJH5DAKR7FEXM2RGHKHPUJ7MUE,1,"6/27/2022, 7:38:11 AM","6/27/2022, 7:38:11 AM",0.0,652.615376,-652.615376,1.0,"10/24/2022, 9:19:34 PM","10/24/2022, 9:19:34 PM",0.0,0.002,-0.002,both
838,M74QKFCO3JQ67EEUUHL4ZL3JKGYHDARH2FVZUWBQZX3BVJSDIQ2UHIEYCQ,2,"6/21/2022, 4:32:19 AM","6/26/2022, 12:07:09 PM",0.0,2493.6967,-2493.6967,1.0,"10/24/2022, 3:17:40 PM","10/24/2022, 3:17:40 PM",0.0,0.002,-0.002,both
840,SWIYPYRLR3FS5J25V2CHVKZKYFLJ5ALRZBA3AEVJHKE4JH3K6X4HWT7PIQ,1,"6/25/2022, 12:20:09 PM","6/25/2022, 12:20:09 PM",0.0,795.49218,-795.49218,1.0,"10/24/2022, 6:58:56 PM","10/24/2022, 6:58:56 PM",0.0,0.002,-0.002,both
841,KNMSVMRRU3F2MWIVZS63J5AXFAP7J27442TBVSWUXHIZMTFRJZJEME73JU,2,"6/10/2022, 1:42:14 PM","6/25/2022, 10:05:10 AM",0.0,7708.760114,-7708.760114,1.0,"10/24/2022, 2:27:29 PM","10/24/2022, 2:27:29 PM",0.0,0.002,-0.002,both
843,3FERCL7Y57IP2BHIUGMMBLXDDGNWGIGATOO564BRNUZAZBW3INDGEQBGPI,4,"11/22/2021, 11:51:13 AM","6/23/2022, 8:49:13 AM",0.0,5403.2464,-5403.2464,1.0,"10/21/2022, 8:04:44 PM","10/21/2022, 8:04:44 PM",0.0,0.002,-0.002,both
849,TPLPYVDMCSHUA2DZEQGJBHQ3RFS6LU34UKDOH44QLOVTIEQGV6IDMJ4AJQ,1,"6/20/2022, 5:06:08 PM","6/20/2022, 5:06:08 PM",0.0,989.6512,-989.6512,1.0,"10/24/2022, 7:25:47 PM","10/24/2022, 7:25:47 PM",0.0,0.002,-0.002,both
850,4NQTU4YKTEJJBLX3IVLYTILNL7FPF6BBDLPRT5DOJO42LTRIKPSFS2P7JY,3,"6/13/2022, 4:37:14 PM","6/18/2022, 7:31:10 PM",0.0,37011.548202,-37011.548202,1.0,"10/22/2022, 7:27:57 AM","10/22/2022, 7:27:57 AM",0.0,0.002,-0.002,both
851,Q5GGXIPEKMKNNBAQD266Q3S2AHSGB5EPZOHCY6E5EAWPDKI4UNJBQC5SFY,1,"6/18/2022, 6:56:16 AM","6/18/2022, 6:56:16 AM",0.0,332.8218,-332.8218,1.0,"10/24/2022, 5:27:55 PM","10/24/2022, 5:27:55 PM",0.0,0.002,-0.002,both
855,BJCIMZSJ7BSNRH72EZYZVN4HLFOBMFQ5WUZ3PZOLCGGHDBU2WUFSF6UHT4,3,"6/13/2022, 5:44:13 AM","6/14/2022, 9:37:11 AM",0.0,645.109877,-645.109877,1.0,"10/24/2022, 9:44:15 AM","10/24/2022, 9:44:15 AM",0.0,0.002,-0.002,both
857,2RPXRD64JW4WBWMZZBCDQCJTNOLFVSTDQQMNGDXETE54WK3245ZOWG5RQA,1,"6/14/2022, 12:37:12 AM","6/14/2022, 12:37:12 AM",0.0,1991.2206,-1991.2206,1.0,"10/21/2022, 2:33:14 PM","10/21/2022, 2:33:14 PM",0.0,0.002,-0.002,both
869,SSYLKOITQP5P4AZRDL7UT2DSME6DU6N6CKI3CQDURTV6HIQL7DNO6PSW64,1,"6/7/2022, 5:11:07 AM","6/7/2022, 5:11:07 AM",0.0,322.694345,-322.694345,1.0,"10/24/2022, 6:56:10 PM","10/24/2022, 6:56:10 PM",0.0,0.002,-0.002,both
874,TDLUMDDZDKKTKFJHSM6F7JN2VLLVFI4KYBE2N4JHYNMDJJ4TF32W4RYWIU,2,"5/24/2022, 9:56:16 AM","5/31/2022, 8:47:15 AM",0.0,688.121955,-688.121955,1.0,"10/24/2022, 7:13:09 PM","10/24/2022, 7:13:09 PM",0.0,0.002,-0.002,both
875,ANIC3EVEFYNGKJMDR7DRSHWHV55OF6JQ5BO7GHDJKHKPMONDNGBYCQ5UBQ,1,"5/30/2022, 7:07:09 AM","5/30/2022, 7:07:09 AM",0.0,124.9,-124.9,1.0,"10/23/2022, 7:29:02 PM","10/23/2022, 7:29:02 PM",0.0,0.002,-0.002,both
880,56XJ42QLZIPBGPKALEXKWBXZ4HKWSG34CWZ736LFQXHTPNZ7LFE33DS7GI,4,"5/28/2022, 7:45:12 PM","5/28/2022, 8:21:10 PM",0.0,4999.600052,-4999.600052,1.0,"10/22/2022, 12:18:04 PM","10/22/2022, 12:18:04 PM",0.0,0.002,-0.002,both
881,43PRAAKTKD244IO5V27EE7S7YW4K4NE4GOTZYNEXXS2X3UISFSDDKN4S7U,6,"5/28/2022, 1:50:16 AM","5/28/2022, 3:41:22 AM",0.0,9469.012088,-9469.012088,1.0,"10/22/2022, 2:22:12 AM","10/22/2022, 2:22:12 AM",0.0,0.002,-0.002,both
882,VGXOWVHP52G4BHGEGV7GTXF2PMJXW2NRF5Q7WS23SA5ELLZYI6LN2YYLE4,2,"5/27/2022, 8:00:18 AM","5/27/2022, 10:07:09 PM",0.0,62.8,-62.8,1.0,"10/24/2022, 8:21:47 PM","10/24/2022, 8:21:47 PM",0.0,0.002,-0.002,both
896,4WTXQXG6U47TFCBKNIH6S7I47UK4OUZYE3NI6NSZMWIHE76QNIXQ45NZVM,1,"5/21/2022, 11:52:16 AM","5/21/2022, 11:52:16 AM",0.0,1719.4687,-1719.4687,1.0,"10/22/2022, 10:02:04 AM","10/22/2022, 10:02:04 AM",0.0,0.002,-0.002,both
900,CZW2NOPB7WG5CWCCAICHARIUSCVQP266TVMWM7CT4ENZPOV64UBMWD65FM,1,"5/18/2022, 12:37:12 AM","5/18/2022, 12:37:12 AM",0.0,477.964822,-477.964822,1.0,"10/24/2022, 10:33:48 AM","10/24/2022, 10:33:48 AM",0.0,0.002,-0.002,both
903,LLFHIKZ5NVU4JQMJ55FFFP5GJHKIGCYZ7FRCPPKRF5EJIK4Q4KEZVFEP2Q,1,"5/17/2022, 9:28:12 AM","5/17/2022, 9:28:12 AM",0.0,30.749915,-30.749915,1.0,"10/24/2022, 2:57:44 PM","10/24/2022, 2:57:44 PM",0.0,0.002,-0.002,both
907,4C3OTC4IHP6LTG7FZGHEMY5FLMUFHKLRDFDF6YECHI6QHFJE37I53BRO2A,1,"5/15/2022, 9:25:10 PM","5/15/2022, 9:25:10 PM",0.0,1077.4664,-1077.4664,1.0,"10/22/2022, 4:09:15 AM","10/22/2022, 4:09:15 AM",0.0,0.002,-0.002,both
908,TKAFASJSU7HKAM736EDMDGN2U2XQHJYFXSBCCTEQFRJP4OUWGCAGXDLWXA,18,"5/10/2021, 10:47:15 AM","5/15/2022, 1:43:14 AM",0.0,11674.54656,-11674.54656,1.0,"10/24/2022, 7:19:23 PM","10/24/2022, 7:19:23 PM",0.0,0.002,-0.002,both
912,2ZR4FCEB2H5ESUQR54ER5VD54L6BDYW7JIVSLQ456P5FT7YTVJI5BMN35Y,2,"4/20/2022, 6:41:12 AM","5/13/2022, 11:14:08 PM",0.0,208968.4788,-208968.4788,1.0,"10/21/2022, 4:44:56 PM","10/21/2022, 4:44:56 PM",0.0,0.002,-0.002,both
913,RPFTMI4JZBRWKSTQAQQJIDIPRMBECQZRAWCWIJ4QTFJTJIXDQUGSO6DYK4,1,"5/13/2022, 9:56:14 PM","5/13/2022, 9:56:14 PM",0.0,504.4745,-504.4745,1.0,"10/24/2022, 6:18:47 PM","10/24/2022, 6:18:47 PM",0.0,0.002,-0.002,both
915,NVF6DWQR7YHO3LD6765EID4DSJD5ZEHOJRIKRPQRMQDNTAMTE7UFVNHY24,1,"5/13/2022, 2:23:12 AM","5/13/2022, 2:23:12 AM",0.0,169.8399,-169.8399,1.0,"10/24/2022, 4:14:11 PM","10/24/2022, 4:14:11 PM",0.0,0.002,-0.002,both
916,QSOWHOJWU6BCEGB3ZKEZNTJMIMWEYKTQSCCQQTCZYDKM2QQWMX5E47RJZU,2,"5/11/2022, 7:55:14 AM","5/12/2022, 8:44:12 PM",0.0,40190.02977,-40190.02977,1.0,"10/24/2022, 5:49:37 PM","10/24/2022, 5:49:37 PM",0.0,0.002,-0.002,both
918,O2ZHXKR5ZAZ6RL7SYV7K7KMI4NU6OWGDLANKJNT47Q6LEPGIUQIIXH2WIY,1,"5/12/2022, 11:21:10 AM","5/12/2022, 11:21:10 AM",0.0,1777.0,-1777.0,1.0,"10/24/2022, 4:19:11 PM","10/24/2022, 4:19:11 PM",0.0,0.002,-0.002,both
920,VGAIJ5TQ5NLRHAFJQ2TTDVVD2J45T6EDDBQFMA5EFISZGHMBP44QN2FF34,9,"3/31/2022, 10:35:11 AM","5/12/2022, 1:24:10 AM",0.0,160321.296,-160321.296,1.0,"10/24/2022, 8:20:55 PM","10/24/2022, 8:20:55 PM",0.0,0.002,-0.002,both
925,BPUNM55W7BM67VBPETZK5BIPZWKKZSTCD7ZFW7CA4CUCGS62FFPXWR65SU,1,"5/11/2022, 8:08:09 AM","5/11/2022, 8:08:09 AM",0.0,38.6154,-38.6154,1.0,"10/24/2022, 9:49:39 AM","10/24/2022, 9:49:39 AM",0.0,0.002,-0.002,both
926,WTMUGLNM3GNU4PAYVIAOXSR47JW6F2KPWB2ZLDFNHWL4LOJSATRXRPE5LM,20,"11/25/2021, 12:03:06 AM","5/11/2022, 7:01:15 AM",0.0,551730.0,-551730.0,1.0,"10/24/2022, 9:07:55 PM","10/24/2022, 9:07:55 PM",0.0,0.002,-0.002,both
931,3CRAMBKXYY66HO4FTPN6B5Z7BFWM4PR5FP5PWVCPNVY6OKB533KJH5MBGA,1,"5/9/2022, 10:08:07 PM","5/9/2022, 10:08:07 PM",0.0,495.019363,-495.019363,1.0,"10/21/2022, 7:18:28 PM","10/21/2022, 7:18:28 PM",0.0,0.002,-0.002,both
940,KF2THCV6L6TM4VUYBIQQ2GLSF3UZYB6MXQGSNN4UZFLZAID64KOPZQP6PY,2,"5/6/2022, 2:01:14 AM","5/7/2022, 10:07:07 AM",0.0,12.3,-12.3,1.0,"10/24/2022, 2:18:38 PM","10/24/2022, 2:18:38 PM",0.0,0.002,-0.002,both
944,KESUC55IQ2NNLGFOSLMMYI3SA6TKCU3YFGN6IUNLX4VPNRCYYYYPYZQCP4,1,"5/6/2022, 12:24:12 AM","5/6/2022, 12:24:12 AM",0.0,4.0,-4.0,1.0,"10/24/2022, 2:18:23 PM","10/24/2022, 2:18:23 PM",0.0,0.002,-0.002,both
952,XNKWGRHJITCXTDJUVHLZWZKX7FSDH5L6YX37EQ5FPYWLQGWJACWLJXDD5U,4,"4/18/2022, 3:54:13 PM","5/3/2022, 11:50:20 AM",0.0,158870.617387,-158870.617387,1.0,"10/24/2022, 9:35:12 PM","10/24/2022, 9:35:12 PM",0.0,0.002,-0.002,both
