,Address,Txns_x,First Transacted_x,Last Transacted_x,Ⱥ In_x,Ⱥ Out_x,Ⱥ Net_x,Txns_y,First Transacted_y,Last Transacted_y,Ⱥ In_y,Ⱥ Out_y,Ⱥ Net_y,exists
3113,ZIJ7MONWZFGCAY2CHZHQBLZWZK6YPWOAEMUFIEJIS4BBQ67MWIG6Y64UVM,1,"8/17/2021, 9:16:07 AM","8/17/2021, 9:16:07 AM",0.0,1031.7812,-1031.7812,1.0,"10/24/2022, 10:35:58 PM","10/24/2022, 10:35:58 PM",0.0,0.002,-0.002,both
3124,CWDY3UYRQQQ25BMZPNQGREIMXO5WDJF6EL3H4GWAVHMAZYMNTLDXKDYGUU,1,"8/13/2021, 7:44:14 AM","8/13/2021, 7:44:14 AM",0.0,946.8697,-946.8697,1.0,"10/24/2022, 10:29:08 AM","10/24/2022, 10:29:08 AM",0.0,0.002,-0.002,both
3129,XSGHLMYD4NNWNSCDO5QDNYVXXY3ETFI4JANLUMOA5AEIIUGB2GORMQTUDI,38,"7/21/2021, 1:42:14 PM","8/12/2021, 6:49:17 AM",0.0,142917.66316,-142917.66316,1.0,"10/24/2022, 9:39:27 PM","10/24/2022, 9:39:27 PM",0.0,0.002,-0.002,both
3136,7ADTK3Y3QGY5JIKJBFFB62N62GDXTDSEC7VVLPJTINLGADNRAR7LCJAXRE,1,"8/11/2021, 8:30:12 AM","8/11/2021, 8:30:12 AM",0.0,54.9465,-54.9465,1.0,"10/23/2022, 6:47:47 AM","10/23/2022, 6:47:47 AM",0.0,0.002,-0.002,both
3147,77TVNSA4L6AIHSP432PVBA34BVSC2XDBO2BQPDJNACXS5C4GLEHFCJWTVE,1,"8/5/2021, 7:08:08 PM","8/5/2021, 7:08:08 PM",0.0,5.1138,-5.1138,1.0,"10/23/2022, 6:39:16 AM","10/23/2022, 6:39:16 AM",0.0,0.001995,-0.001995,both
3154,OX6PTZJXCBFEUY3OGO3THSTWEWVOZH6HSRPGH2YD3KK46LDCVRPVN4NIGI,2,"7/30/2021, 8:22:11 AM","7/30/2021, 8:40:12 AM",0.0,211.7437,-211.7437,1.0,"10/24/2022, 4:48:27 PM","10/24/2022, 4:48:27 PM",0.0,0.00189,-0.00189,both
3166,CVOUOSPXPKLLXIJQ62ZODMQYGO736Y3U5277N4SQIOO7YXFEIE72VHZE2Y,1,"7/26/2021, 2:54:14 AM","7/26/2021, 2:54:14 AM",0.0,20.1021,-20.1021,1.0,"10/24/2022, 10:28:35 AM","10/24/2022, 10:28:35 AM",0.0,0.00198,-0.00198,both
3169,6TIWXPV7I7VB5S2F66JK4OBPQH3LIZ7KUJPKKM24M2DAFQLTRXR5Q6NE4A,1,"7/24/2021, 7:01:15 PM","7/24/2021, 7:01:15 PM",0.0,607.336091,-607.336091,1.0,"10/23/2022, 3:11:05 AM","10/23/2022, 3:11:05 AM",0.0,0.001393,-0.001393,both
3170,3TPOQY4O6FAB2V6HOAQPCSIG4UVOWGXX6CMKXRWM33HJXK7SAVTKYEOL54,1,"7/23/2021, 8:17:07 PM","7/23/2021, 8:17:07 PM",0.0,681.0,-681.0,1.0,"10/22/2022, 12:09:09 AM","10/22/2022, 12:09:09 AM",0.0,0.002,-0.002,both
3174,X4564O3TBHKVPHQ7MLEWVT34DCJ7BOXDSCIPQLRHHMUXDMG3OSQ5UXIZMM,2,"7/19/2021, 10:39:12 PM","7/22/2021, 1:15:11 AM",0.0,35704.680399,-35704.680399,1.0,"10/24/2022, 5:48:19 AM","10/24/2022, 5:48:19 AM",0.0,0.002,-0.002,both
3177,GXJXUHY3HL5GU54IDNGW7LZH5DHUOXILMSBSBCCUNHC5GSVTSMPL4NZNGY,2,"7/16/2021, 1:45:15 PM","7/19/2021, 1:13:10 PM",0.0,32893.6525,-32893.6525,1.0,"10/24/2022, 12:43:39 PM","10/24/2022, 12:43:39 PM",0.0,0.002,-0.002,both
3178,WPVIAR7H4D6OP2EAFBB4IGMVIPTENXZO2J6GAHXAJI2AAJBU3MPHUWB4GA,1,"7/19/2021, 12:06:09 PM","7/19/2021, 12:06:09 PM",0.0,1552.6932,-1552.6932,1.0,"10/24/2022, 9:04:25 PM","10/24/2022, 9:04:25 PM",0.0,0.002,-0.002,both
3182,WG4CG3BJ4YXRDQ3MQ2SSRBXD22WU4RQSAOWXU2GJX32QTC2GTV5T6SHR5Q,1,"7/18/2021, 1:40:12 PM","7/18/2021, 1:40:12 PM",0.0,21.305579,-21.305579,1.0,"10/24/2022, 8:54:28 PM","10/24/2022, 8:54:28 PM",0.0,0.001826,-0.001826,both
3184,FLNKOAJEAG373A5WKMCZGTFH2HGYMOCNMBPTJ6PAYVA52O33KHX4ASIPGA,1,"7/16/2021, 9:02:07 AM","7/16/2021, 9:02:07 AM",0.0,999.796968,-999.796968,1.0,"10/24/2022, 11:57:45 AM","10/24/2022, 11:57:45 AM",0.0,0.002,-0.002,both
3186,V266LRPFXK3INTPDB4FAJUDRC5BY3FZJ5AK4IHVE34KDUY5I2AOTEJPXYY,1,"7/15/2021, 11:12:07 AM","7/15/2021, 11:12:07 AM",0.0,4421.8835,-4421.8835,1.0,"10/24/2022, 8:08:44 PM","10/24/2022, 8:08:44 PM",0.0,0.002,-0.002,both
3193,TSPVC2ZYGMG4OQZRENR3I6Q3GX5Z26IE7F5KROB6D5CNXXZJPM5YSYQN7Q,1,"7/13/2021, 2:46:15 AM","7/13/2021, 2:46:15 AM",0.0,2600.0,-2600.0,1.0,"10/24/2022, 7:28:18 PM","10/24/2022, 7:28:18 PM",0.0,0.002,-0.002,both
3194,RMAMIOHZUGQVHOHCMOOS4XOX3JV2ELEONSQJS5O52CFL3LTV7I7AZRUQME,213,"1/31/2021, 10:03:12 AM","7/12/2021, 9:17:11 PM",0.0,345315.036374,-345315.036374,1.0,"10/24/2022, 6:16:11 PM","10/24/2022, 6:16:11 PM",0.0,0.002,-0.002,both
3204,PSW4HY6QEOKPIZOLD4IE7K4HHF3ROWC5BNWMQGEXQOSYI7VRICZQQ5S5XY,1,"7/9/2021, 11:57:15 PM","7/9/2021, 11:57:15 PM",0.0,11551.2738,-11551.2738,1.0,"10/24/2022, 5:17:26 PM","10/24/2022, 5:17:26 PM",0.0,0.002,-0.002,both
3205,36V2YLLKCIKU5NL6FBGKZ5STRVGHTCLBXW3IDVF4KOZ2CG4QMD4IUY34SM,11,"7/30/2020, 6:53:18 AM","7/9/2021, 9:44:12 PM",0.0,620754.582716,-620754.582716,1.0,"10/21/2022, 6:12:11 PM","10/21/2022, 6:12:11 PM",0.0,0.002,-0.002,both
3207,RJWTIKFBJ6AVUKKRZKKDMASK6JGLE64CXOWQT4XYB36XLJ4DZFQX377IMQ,1,"7/8/2021, 10:16:09 PM","7/8/2021, 10:16:09 PM",0.0,1343.5714,-1343.5714,1.0,"10/24/2022, 6:13:34 PM","10/24/2022, 6:13:34 PM",0.0,0.002,-0.002,both
3213,QVV23GYTNERXTIW3VCFYKOMGKUNUQCJ3EU2TC6JS5KWNH3K6WIXSYMM57I,2,"7/8/2021, 2:56:14 AM","7/8/2021, 4:06:19 AM",0.0,10108.148747,-10108.148747,1.0,"10/24/2022, 5:53:20 PM","10/24/2022, 5:53:20 PM",0.0,0.002,-0.002,both
3219,OMSD24SOGWTODHQAIEQFLD76V7KHCEKHSQZGQM4S33QWZHINACHWB4H5R4,1,"7/7/2021, 12:00:17 AM","7/7/2021, 12:00:17 AM",0.0,500.0,-500.0,1.0,"10/24/2022, 4:37:58 PM","10/24/2022, 4:37:58 PM",0.0,0.0015,-0.0015,both
3220,OKEHTCZP7IKZHMTAOEAWCGOPI7IBIQL6EL377AHXS4SKGLUULAVNDE6OUA,1,"7/6/2021, 9:55:14 AM","7/6/2021, 9:55:14 AM",0.0,96.370019,-96.370019,1.0,"10/24/2022, 4:36:04 PM","10/24/2022, 4:36:04 PM",0.0,0.002,-0.002,both
3224,K7YZZ7D3XREVVIXLGQIEOZANUIUI3KFYM4T4AEIEECPGYSOA3AHD33KC24,1,"6/28/2021, 1:08:09 AM","6/28/2021, 1:08:09 AM",0.0,593.2924,-593.2924,1.0,"10/24/2022, 2:14:18 PM","10/24/2022, 2:14:18 PM",0.0,0.001409,-0.001409,both
3229,JJD5ZKGPG4BSH5YQDA6C7ZVHUIDWWUVI4P3PYC5Z3BLBDIZKF3JAG6SULQ,1,"6/25/2021, 12:53:13 PM","6/25/2021, 12:53:13 PM",0.0,1550.3782,-1550.3782,1.0,"10/25/2022, 6:46:04 AM","10/25/2022, 6:46:04 AM",0.0,0.002,-0.002,both
3233,CFCQ5OQAPXF3ANQKP7G6MLXCCYO7IRHQMCVT2V4LE2DIEKDSSYKX4RM6WM,1,"6/24/2021, 7:28:11 PM","6/24/2021, 7:28:11 PM",0.0,3034.162387,-3034.162387,1.0,"10/24/2022, 10:11:42 AM","10/24/2022, 10:11:42 AM",0.0,0.002,-0.002,both
3243,6OOY76YYDBDXQIIHLXOK76JEA6I42RQZYPXJLKEYLCD7EIIQLJKVEDRZBA,1,"6/23/2021, 5:59:13 AM","6/23/2021, 5:59:13 AM",0.0,514.3033,-514.3033,1.0,"10/23/2022, 1:49:19 AM","10/23/2022, 1:49:19 AM",0.0,0.001486,-0.001486,both
3250,2IQIUALNC4JPXSPI7JFK6TALNNQLSGO5NJD2KUEJ4AWZMC26GRI5SP3DWA,1,"6/22/2021, 11:21:09 AM","6/22/2021, 11:21:09 AM",0.0,1195.2461,-1195.2461,1.0,"10/21/2022, 12:01:28 PM","10/21/2022, 12:01:28 PM",0.0,0.002,-0.002,both
3263,LPDRXRMQ7GKB7NTWMYKAP2UQLRC5IXJE6Y77QISNPTA2HGFEMFHLJE3Y3U,1,"6/21/2021, 6:03:07 AM","6/21/2021, 6:03:07 AM",0.0,50062.1167,-50062.1167,1.0,"10/24/2022, 3:01:46 PM","10/24/2022, 3:01:46 PM",0.0,0.002,-0.002,both
3267,LFTI3WFP4DVDJIFDWZMHJ7IZWVSIOYHWW5LHRCQUXIQGHCMOHAWPIIB3OA,1,"6/20/2021, 10:57:14 PM","6/20/2021, 10:57:14 PM",0.0,9999.9,-9999.9,1.0,"10/24/2022, 2:51:23 PM","10/24/2022, 2:51:23 PM",0.0,0.002,-0.002,both
3268,LH5DWVIGFRO5MAW3UAWAJLICNFTRCT7NZDT6QRB7FX7I6TKHB7OL5RKSRE,1,"6/20/2021, 9:44:11 PM","6/20/2021, 9:44:11 PM",0.0,1740.040319,-1740.040319,1.0,"10/24/2022, 2:53:03 PM","10/24/2022, 2:53:03 PM",0.0,0.002,-0.002,both
3275,757U3YX36LY2DL6G6NB4PCQD4UFI2OUVJ3WQM2IJ5EROIA6UY2Z3SVGEL4,1,"6/19/2021, 6:17:10 PM","6/19/2021, 6:17:10 PM",0.0,92.2646,-92.2646,1.0,"10/23/2022, 5:54:45 AM","10/23/2022, 5:54:45 AM",0.0,0.001908,-0.001908,both
3280,H56CXL34FT37YE7NJEM22QN4PCXFVGO2BKIILPQXWJ2L2VJ2PWYK2DCFG4,1,"6/19/2021, 5:37:15 AM","6/19/2021, 5:37:15 AM",0.0,128.4149,-128.4149,1.0,"10/24/2022, 12:48:47 PM","10/24/2022, 12:48:47 PM",0.0,0.002,-0.002,both
3289,DYP54ENRBRCDLDRROPHOSRK5Y4OXS2THSLEUFZTBU5XLESXGHA7SJM4URM,1,"6/18/2021, 12:39:12 PM","6/18/2021, 12:39:12 PM",0.0,162.9,-162.9,1.0,"10/24/2022, 11:05:09 AM","10/24/2022, 11:05:09 AM",0.0,0.001838,-0.001838,both
3290,2KAYIJJLK4CWUZ77DHAONFALLN7BPYDNSBIH5F6GH763K2LE7DTZD27YRE,4,"4/8/2021, 10:12:06 PM","6/18/2021, 11:51:12 AM",0.0,16383.677697,-16383.677697,1.0,"10/21/2022, 12:26:42 PM","10/21/2022, 12:26:42 PM",0.0,0.001488,-0.001488,both
3291,ECWIIO37H45APVVOZQ5WINO6JL655J4R2T5SOE6WQAN44VVR4GM6I2ZFZI,1,"6/18/2021, 11:00:16 AM","6/18/2021, 11:00:16 AM",0.0,500.6463,-500.6463,1.0,"10/24/2022, 11:16:03 AM","10/24/2022, 11:16:03 AM",0.0,0.001,-0.001,both
3295,B5DIATGXQGHYMJ67LWF6MQOY4ZIGLBT5X2C4R5QYYSFIFQ36KX7N7BW7HM,1,"6/17/2021, 10:43:12 PM","6/17/2021, 10:43:12 PM",0.0,839.0461,-839.0461,1.0,"10/23/2022, 11:57:22 PM","10/23/2022, 11:57:22 PM",0.0,0.002,-0.002,both
3300,U6Q6PUGAHIT4P45KH6DQ7NA5I72VG5IJGZKSSY4UHRYHCUR532HN2DD5GI,3,"6/3/2021, 3:30:10 AM","6/17/2021, 11:13:10 AM",0.0,3666.849482,-3666.849482,1.0,"10/24/2022, 7:40:08 PM","10/24/2022, 7:40:08 PM",0.0,0.002,-0.002,both
3301,6MJL7YV2SP4KSXWRR37BO3ASAK6BJBJXRZ6YR4JGDXHGRBIEAZ5HUHET7U,1,"6/17/2021, 11:07:10 AM","6/17/2021, 11:07:10 AM",0.0,180.388,-180.388,1.0,"10/23/2022, 1:12:13 AM","10/23/2022, 1:12:13 AM",0.0,0.00182,-0.00182,both
3307,HR2RLVLYUEW7FOMLNYHYQBBGJFYSC5JLSGHVWQTJ7VPEBHFO27AQVMKW6E,1,"6/15/2021, 2:25:21 PM","6/15/2021, 2:25:21 PM",0.0,83.317648,-83.317648,1.0,"10/24/2022, 1:09:03 PM","10/24/2022, 1:09:03 PM",0.0,0.001917,-0.001917,both
3313,FOECQNPPV7OSSU6QMB3MZQH7PY3EC62WN23SRMZCWDILBUAJG4XNOI7XZY,1,"6/14/2021, 8:54:13 PM","6/14/2021, 8:54:13 PM",0.0,304.0,-304.0,1.0,"10/24/2022, 12:00:19 PM","10/24/2022, 12:00:19 PM",0.0,0.002,-0.002,both
3315,DARRWLGPJM57PXXHXSHLW3MVSTKBZFYQWTHF5AGUVGLE3DHXQFHY6YUXR4,1,"6/14/2021, 9:48:15 AM","6/14/2021, 9:48:15 AM",0.0,109.665,-109.665,1.0,"10/24/2022, 10:39:53 AM","10/24/2022, 10:39:53 AM",0.0,0.001782,-0.001782,both
3316,DHZTT26NTYR3E72TGI67V2GMPSFDJDSPEK445UA64KPQY47PSHDO47QERE,1,"6/14/2021, 9:37:12 AM","6/14/2021, 9:37:12 AM",0.0,135.18776,-135.18776,1.0,"10/24/2022, 10:47:43 AM","10/24/2022, 10:47:43 AM",0.0,0.002,-0.002,both
3321,B3PTFYAHC53T5MYTZNUHYTJEKOJFJG4NCPCQ4CDF4IQ5OKONRDZP4KHOPY,1,"6/13/2021, 10:12:09 PM","6/13/2021, 10:12:09 PM",0.0,409.22756,-409.22756,1.0,"10/23/2022, 11:29:44 PM","10/23/2022, 11:29:44 PM",0.0,0.002,-0.002,both
3330,BBYOF4O4FQE3SGHOZOJ5LVZAK7W5AAEPY7ZM7G6AB42WGOTM5MZSQ6AE2Q,1,"6/11/2021, 5:41:10 PM","6/11/2021, 5:41:10 PM",0.0,3285.3698,-3285.3698,1.0,"10/24/2022, 9:36:25 AM","10/24/2022, 9:36:25 AM",0.0,0.002,-0.002,both
3331,CCLY26ZUMRIHOOAFKLGGPYNO6BDBF5ZQMCRP4XZXA4NPBWLUUDJPMBGL7M,1,"6/11/2021, 9:13:07 AM","6/11/2021, 9:13:07 AM",0.0,350.084455,-350.084455,1.0,"10/24/2022, 10:08:35 AM","10/24/2022, 10:08:35 AM",0.0,0.00165,-0.00165,both
3337,7GCXTMSIIZRFVYHGXRJJ2YXY7TSTNDLDOCKD6AU7LPH2TA7QCR4J4ZFVNI,1,"6/10/2021, 4:33:11 PM","6/10/2021, 4:33:11 PM",0.0,211.1092,-211.1092,1.0,"10/23/2022, 8:28:06 AM","10/23/2022, 8:28:06 AM",0.0,0.001789,-0.001789,both
3340,2YURHGNX7NEDOVUOYFYMNZKYCTBYW3YQBNR5CCEDHHFEGSRQNKPQMZQGFI,1,"6/10/2021, 12:00:13 AM","6/10/2021, 12:00:13 AM",0.0,2500.0,-2500.0,1.0,"10/21/2022, 4:31:06 PM","10/21/2022, 4:31:06 PM",0.0,0.002,-0.002,both
3343,ZH63M3BSSKER6AICSSYWGL2T7L435XRTDH74GK6E6PILIT6XHEFCJXHNPU,1,"6/9/2021, 6:59:14 PM","6/9/2021, 6:59:14 PM",0.0,376.1257,-376.1257,1.0,"10/24/2022, 10:34:19 PM","10/24/2022, 10:34:19 PM",0.0,0.002,-0.002,both
3356,R2M7QCAM77LGXFW3BTPIYTPBCLHY5WM3P6YWU4OWNZTZ6THC4OIDC2RWGY,1,"6/8/2021, 8:42:14 PM","6/8/2021, 8:42:14 PM",0.0,299.9,-299.9,1.0,"10/24/2022, 5:58:00 PM","10/24/2022, 5:58:00 PM",0.0,0.001746,-0.001746,both
3365,FZABLJ2BA7EWHWMB5ZBC3UPPL3MNHCXVK2RMQAEXXTVXL47OC3MKR66HPI,1,"6/6/2021, 3:23:09 PM","6/6/2021, 3:23:09 PM",0.0,325.0,-325.0,1.0,"10/24/2022, 12:11:43 PM","10/24/2022, 12:11:43 PM",0.0,0.002,-0.002,both
3367,EBIWVHJYSY63TPNOONMVKOOOCHBFUDIK6T5C2G6Q7O6OQRUKOBQ5JLY2HY,1,"6/6/2021, 10:29:12 AM","6/6/2021, 10:29:12 AM",0.0,161.3154,-161.3154,1.0,"10/24/2022, 11:14:55 AM","10/24/2022, 11:14:55 AM",0.0,0.002,-0.002,both
3372,2YQLIE2EVWQWHSYBLCSPWJJ4YISCH25G23T2IUFXMBYUWX2UEAJINME4TM,2,"6/4/2021, 9:51:12 PM","6/4/2021, 9:55:14 PM",0.0,2482.1961,-2482.1961,1.0,"10/21/2022, 4:29:02 PM","10/21/2022, 4:29:02 PM",0.0,0.002,-0.002,both
3378,ZH3HXEF5U7KVZAH3KTFPYJCWXXWG6UY76NIIFPPSPQ25ZR2YILSB4JXD2A,1,"6/3/2021, 11:59:16 PM","6/3/2021, 11:59:16 PM",0.0,1602.4533,-1602.4533,1.0,"10/24/2022, 10:34:11 PM","10/24/2022, 10:34:11 PM",0.0,0.002,-0.002,both
3381,IXTZQJ3EFEJ5A2QHW7B6DRN2E4D2K7ZVZ7QI6YDPZSMZPRUEUPY7BSPZXM,3,"4/29/2021, 2:59:27 PM","6/3/2021, 10:30:09 AM",0.0,127.1799,-127.1799,1.0,"10/24/2022, 1:49:17 PM","10/24/2022, 1:49:17 PM",0.0,0.001904,-0.001904,both
3385,S2HBK7VUGJJKRWDKEBZMEPLWQ4EKXVJ3HQBZ5D6ER2KAA42N3FO6E4XQ6I,1,"6/3/2021, 2:36:11 AM","6/3/2021, 2:36:11 AM",0.0,3167.3518,-3167.3518,1.0,"10/24/2022, 6:30:19 PM","10/24/2022, 6:30:19 PM",0.0,0.002,-0.002,both
3391,752LWS5FKT6ZYL636XMFEDMVV4MVQXNCVS6BJX66TL5UF6HVBZY77MXWG4,1,"6/2/2021, 8:11:09 PM","6/2/2021, 8:11:09 PM",0.0,30.2606,-30.2606,1.0,"10/23/2022, 5:51:50 AM","10/23/2022, 5:51:50 AM",0.0,0.00194,-0.00194,both
3394,7BT6IFYQ2UJAFNE5OSVJY3DRWR2DCDHXESSQ7IFB57WGV52MXNVH25CXBI,1,"6/1/2021, 8:41:12 AM","6/1/2021, 8:41:12 AM",0.0,8.017352,-8.017352,1.0,"10/23/2022, 7:13:25 AM","10/23/2022, 7:13:25 AM",0.0,0.001968,-0.001968,both
3396,6RAK62BVFGNONRGTTHNV3O2ZZ3MVLKMVEMDGG2SKLLVHAKKVULPCOKHWKY,1,"6/1/2021, 3:49:13 AM","6/1/2021, 3:49:13 AM",0.0,199.9,-199.9,1.0,"10/23/2022, 2:32:19 AM","10/23/2022, 2:32:19 AM",0.0,0.001801,-0.001801,both
3415,YKANCGHNFJM34C7SHSZOQNTZCCVLZONYD7ODDMQ3OZMZCNBOL5HFHKGZ4Q,1,"5/31/2021, 7:50:12 AM","5/31/2021, 7:50:12 AM",0.0,3351.263721,-3351.263721,1.0,"10/24/2022, 10:05:07 PM","10/24/2022, 10:05:07 PM",0.0,0.002,-0.002,both
3419,XOFVCFWK43B4K5UB567PGROQRH3IFQ66TRU5JALMJPUTDY3D3VHNWNMUVY,1,"5/30/2021, 11:14:11 PM","5/30/2021, 11:14:11 PM",0.0,311.622,-311.622,1.0,"10/24/2022, 9:36:11 PM","10/24/2022, 9:36:11 PM",0.0,0.002,-0.002,both
3421,VR2E4QHCFA6E2BVUWJSWF4X32EL7RISO27VD2SUKOCZSAXGOKYEQP5FN3Y,1,"5/29/2021, 10:44:12 PM","5/29/2021, 10:44:12 PM",0.0,219.9,-219.9,1.0,"10/24/2022, 8:32:28 PM","10/24/2022, 8:32:28 PM",0.0,0.002,-0.002,both
3422,TENVHAB5THBHXA5BCMIEWVOSGOC5YEI5VIWVDE6ICHXG3TMAOKLRDHQAAQ,2,"5/29/2021, 2:31:13 AM","5/29/2021, 10:11:09 PM",0.0,2954.712519,-2954.712519,1.0,"10/24/2022, 7:14:26 PM","10/24/2022, 7:14:26 PM",0.0,0.002,-0.002,both
3425,TLDMQGTHPT6ZXOVGWC7YLRIGEU36K6MVHQZ6PQQGQPES6LJHQQUQXTQ2K4,1,"5/29/2021, 2:41:13 AM","5/29/2021, 2:41:13 AM",0.0,69.9,-69.9,1.0,"10/24/2022, 7:20:33 PM","10/24/2022, 7:20:33 PM",0.0,0.002,-0.002,both
3426,E5JNOJOJM2GLOVMGPIR7FOOWZ5WJEOFDQMKUGANELJ3JCGGCJMUBGJMSHM,1,"5/29/2021, 2:25:10 AM","5/29/2021, 2:25:10 AM",0.0,151.7047,-151.7047,1.0,"10/24/2022, 11:09:46 AM","10/24/2022, 11:09:46 AM",0.0,0.002,-0.002,both
3429,SHCU6U4552N4XJO6YAWMRGFWN334DQYRKHPHOGHO7XSKZ7WNE3LQX6PTMY,1,"5/28/2021, 2:42:13 PM","5/28/2021, 2:42:13 PM",0.0,583.110972,-583.110972,1.0,"10/24/2022, 6:44:03 PM","10/24/2022, 6:44:03 PM",0.0,0.002,-0.002,both
3430,RFLBLVOATMVHKLFH7E7PD2PQMBQBYP2NXFYOLN22VVLDHH3PL6YBOQAEAY,1,"5/28/2021, 9:04:04 AM","5/28/2021, 9:04:04 AM",0.0,1197.79,-1197.79,1.0,"10/24/2022, 6:08:48 PM","10/24/2022, 6:08:48 PM",0.0,0.002,-0.002,both
3433,2ANGVHBLV6UVRZYK63Z2WQRBIBIHDDI5Z6P5R7Q4TAGOADPJTH7SEQDF2M,2,"5/15/2021, 1:35:13 AM","5/27/2021, 8:54:13 AM",0.0,164.0,-164.0,1.0,"10/21/2022, 9:47:59 AM","10/21/2022, 9:47:59 AM",0.0,0.001854,-0.001854,both
3435,LP5VJNLIRSPN4VWNLVFJARLPHQ74OENVYQLEI5NFJCC6CDSJMUQBTDMCXA,4,"2/19/2021, 2:41:11 AM","5/27/2021, 3:05:05 AM",0.0,13657.171936,-13657.171936,1.0,"10/24/2022, 3:01:31 PM","10/24/2022, 3:01:31 PM",0.0,0.002,-0.002,both
3436,NXWRFRWAZ5TJV552OX5GWT6OVR2GDBR5PGQ4FT7T7Y4KLD6DR6WF6JH3NA,1,"5/27/2021, 1:05:07 AM","5/27/2021, 1:05:07 AM",0.0,194.2051,-194.2051,1.0,"10/24/2022, 4:16:43 PM","10/24/2022, 4:16:43 PM",0.0,0.002,-0.002,both
3438,PF4ENTQIVFK2LBODFCSWY2ACLTIDJXZ7LEB3GAAJP24JC2X2Y6WM4L7OOA,1,"5/26/2021, 6:08:09 AM","5/26/2021, 6:08:09 AM",0.0,8201.8377,-8201.8377,1.0,"10/24/2022, 5:02:45 PM","10/24/2022, 5:02:45 PM",0.0,0.002,-0.002,both
3443,AF7UY5NGOEMZ7DUC7RBFDN4MCA6YIU2SYO7R7M6VUU3O7SX2C3JDFAVLUQ,1,"5/25/2021, 4:26:11 AM","5/25/2021, 4:26:11 AM",0.0,172.6115,-172.6115,1.0,"10/23/2022, 5:10:24 PM","10/23/2022, 5:10:24 PM",0.0,0.002,-0.002,both
3444,L2L4DBIVNSNSQGDBW7X5D5WWVK2HENHF2PEGDGT3LTYK2U4RC65X2AWTHE,1,"5/24/2021, 11:46:14 PM","5/24/2021, 11:46:14 PM",0.0,99.457522,-99.457522,1.0,"10/24/2022, 2:39:59 PM","10/24/2022, 2:39:59 PM",0.0,0.002,-0.002,both
3446,ELL2EEU7ZU7IOID5F3C3OVWROWMONVXJHRYOFZLWDAYU5RHKIQBDX6KCS4,1,"5/24/2021, 10:13:10 PM","5/24/2021, 10:13:10 PM",0.0,120.0642,-120.0642,1.0,"10/24/2022, 11:25:07 AM","10/24/2022, 11:25:07 AM",0.0,0.00188,-0.00188,both
3448,7IAKIWJMEN3OYFTFLY47VQGD6NTWSF3KKCYCK2MG5PFYPTCQBCEZN3RH54,5,"4/10/2021, 8:55:18 PM","5/24/2021, 2:02:06 PM",0.0,3033.48343,-3033.48343,1.0,"10/23/2022, 9:00:20 AM","10/23/2022, 9:00:20 AM",0.0,0.00194,-0.00194,both
3449,JC664O24B4N4IYJJ7JCVEUX6FXCL5NRQ2HQCYA5LU5NQWDZEAJVHGGUQNE,1,"5/24/2021, 12:44:13 PM","5/24/2021, 12:44:13 PM",0.0,140.673651,-140.673651,1.0,"10/24/2022, 1:59:58 PM","10/24/2022, 1:59:58 PM",0.0,0.002,-0.002,both
3452,FUWS6YC4C4DNCKTYLW2AAWPNRI4HBC5TPRULQRKPSB4K3RKNURU6YWJIKE,1,"5/24/2021, 8:24:14 AM","5/24/2021, 8:24:14 AM",0.0,5174.0,-5174.0,1.0,"10/24/2022, 12:07:20 PM","10/24/2022, 12:07:20 PM",0.0,0.002,-0.002,both
3453,I6WH3BYY6MUKDDF5HLI5QFNXNH43EMEFNTQGBUC2UTGLI5W266BYKIVVIA,1,"5/24/2021, 8:24:10 AM","5/24/2021, 8:24:10 AM",0.0,3999.909304,-3999.909304,1.0,"10/24/2022, 1:25:00 PM","10/24/2022, 1:25:00 PM",0.0,0.002,-0.002,both
3467,2OYOR4VDP5PEIELXP3KH4S5XIAMTICMF4SYCT2BEFBWVIZLMZATLO7LEUE,1,"5/22/2021, 7:06:05 AM","5/22/2021, 7:06:05 AM",0.0,98.978164,-98.978164,1.0,"10/21/2022, 1:47:35 PM","10/21/2022, 1:47:35 PM",0.0,0.001902,-0.001902,both
3468,GM6LPI5MUQG6BPX42XEGJIH6ADWUV2AX5I6K4ZODDATN7AOSRZF76FH7T4,1,"5/21/2021, 11:38:11 PM","5/21/2021, 11:38:11 PM",0.0,2069.4086,-2069.4086,1.0,"10/24/2022, 12:30:49 PM","10/24/2022, 12:30:49 PM",0.0,0.002,-0.002,both
3469,GCELBL2GELNCCDJ6EW2UV3MA47BIWXIBMPJQVUAN3DWMVDE7NG4HWPTVMA,1,"5/21/2021, 10:00:15 PM","5/21/2021, 10:00:15 PM",0.0,310.4881,-310.4881,1.0,"10/24/2022, 12:21:00 PM","10/24/2022, 12:21:00 PM",0.0,0.002,-0.002,both
3470,3MGIOWEBI3CAPHD7ROK6KZSWP6OOKCNQTQAZFJWMUTHBSCV4S3J6UBSCUM,3,"3/24/2021, 4:33:12 AM","5/21/2021, 6:02:22 PM",0.0,5576.6746,-5576.6746,1.0,"10/21/2022, 10:04:47 PM","10/21/2022, 10:04:47 PM",0.0,0.002,-0.002,both
